0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0.002,0,0.001,0,0,0.011,0.009
8,0.058,0.024,0.063,0,0,0.013,0,0,0,0
9,0,0,0,0,0.01,0,0,0.039,0.016,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0.057,0,0,0,0,0,0,0
12,0.025,0.003,0.024,0.006,0,0.002,0.051,0.05,0,0.027
13,0,0.074,0.066,0.042,0.028,0.05,0.081,0.022,0.007,0.089
14,0.036,0.113,0.035,0.062,0.007,0.125,0.108,0.012,0.005,0
15,0.245,0.376,0.155,0.282,0.497,0.291,0.179,0.131,0.079,0.351
16,5.711,3.66,2.969,1.714,1.053,0.563,0.608,0.263,0.345,0.283
17,5.893,4.721,3.649,1.957,1.858,0.942,0.5,0.4,0.63,0.141
18,4.209,2.89,2.708,2.439,1.747,0.777,0.896,0.719,0.614,0.272
19,3.908,2.027,2.917,2.048,1.735,1.107,1.423,0.782,0.975,0.635
20,3.473,2.106,2.252,2.791,1.813,1.504,1.062,0.862,0.738,0.76
21,3.9,2.454,2.058,3.205,1.675,1.238,0.992,0.75,0.82,0.613
22,3.277,2.663,1.911,3.31,1.663,1.258,1.173,0.705,0.389,0.55
23,3.59,3.51,2.1,2.466,1.712,1.445,1.544,1.161,0.615,0.797
24,3.951,3.877,2.71,2.215,2.133,1.198,1.803,1.112,0.645,0.428
25,4.743,3.707,2.907,2.375,1.986,1.438,1.464,0.892,0.509,0.35
26,5.766,4.234,2.524,2.711,2.117,1.489,0.927,0.952,0.695,0.793
27,6.181,4.176,2.592,3.007,2.306,1.336,1.104,0.846,0.665,0.725
28,5.948,4.026,2.723,2.776,2.317,1.484,1.071,1.193,0.773,0.834
29,5.2,4.212,3.471,2.769,2.208,1.133,1.173,1.374,0.958,0.461
30,5.642,4.388,3.283,2.911,1.995,1.575,1.295,0.938,1.048,0.613
31,6.186,4.699,2.962,3.359,1.956,1.583,1.7,0.581,0.813,0.694
32,6.703,5.31,3.427,3.088,1.882,1.544,1.617,0.883,0.613,0.609
33,6.235,5.49,3.756,2.992,1.707,1.871,1.944,1.06,0.539,0.497
34,5.853,5.564,4.702,3.069,2.487,2.518,1.975,1.223,0.681,1.052
35,6.263,4.981,4.731,3.252,3.214,2.784,2.2,1.009,0.582,1.121
36,6.563,4.902,4.751,3.856,3.259,2.523,2.02,0.901,1.056,0.873
