0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0.009,0,0,0.03
7,0,0,0,0,0,0.019,0,0.023,0,0.026
8,0,0,0,0,0,0.03,0,0,0,0
9,0,0,0.01,0,0,0.092,0,0.11,0,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0.092,0,0,0,0,0,0.184,0
12,0.066,0,0.024,0,0.01,0,0.001,0.026,0,0
13,0.022,0,0,0.001,0.027,0.187,0.022,0,0.08,0
14,0.048,0,0,0,0.052,0.039,0.273,0,0.089,0.009
15,0.125,0.097,0.253,0.182,0.203,0.064,0.152,0.143,0.097,0.143
16,4.77,3.979,2.923,1.27,1.178,0.551,0.391,0.557,0.308,0.263
17,6.257,4.663,3.968,2.146,2.259,0.852,0.892,0.546,0.308,0.123
18,5.232,3.203,2.503,2.279,2.092,1.537,0.803,1.102,0.587,0.333
19,3.344,3.153,2.176,2.169,1.281,1.967,0.851,1.112,0.813,0.492
20,3.135,3.76,2.45,1.99,1.084,1.522,1.145,1.159,0.822,0.445
21,2.991,2.832,2.75,2.1,1.697,1.302,0.998,1.208,1.366,0.749
22,3.183,2.616,2.931,2.688,1.34,1.364,1.303,0.935,1.145,1.142
23,3.55,2.637,2.575,2.394,1.593,1.041,0.811,1.238,0.989,1.578
24,4.011,3.279,2.233,1.865,1.565,0.716,0.798,0.97,1.023,1.086
25,4.739,3.621,2.515,2.214,1.266,1.276,1.089,1.243,1.093,0.713
26,5.019,3.954,2.58,2.628,1.696,1.274,1.774,1.079,1.377,0.843
27,5.407,3.982,2.348,2.737,1.326,1.37,1.579,1.047,0.961,0.748
28,5.955,4.035,2.682,2.949,1.303,1.384,1.84,0.822,0.587,0.539
29,6.162,4.308,2.984,3.184,1.261,1.572,1.796,0.613,0.827,0.736
30,6.219,4.622,3.285,3.106,1.775,1.984,1.711,0.879,1.096,0.748
31,6.404,3.871,3.836,3.206,1.989,2.301,1.06,1.151,0.832,0.663
32,5.849,3.91,3.295,3.186,2.2,2.424,1.563,1.495,0.935,1.051
33,6.274,5.267,3.433,3.125,2.42,2.371,1.781,1.238,1.062,0.975
34,6.361,4.769,4.926,3.342,3.335,2.555,2.026,1.72,0.434,0.772
35,6.296,4.516,5.268,3.743,3.408,2.745,1.615,1.664,0.795,1.181
36,6.24,5.074,5.766,3.546,3.125,2.43,1.699,1.655,1.145,1.41
