0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0.008,0,0,0,0,0,0,0,0
7,0,0.012,0,0.01,0,0.011,0,0.004,0,0
8,0,0,0,0.01,0,0.001,0.018,0.051,0,0
9,0,0,0.004,0.077,0.015,0,0,0.02,0,0.006
10,0,0,0,0.13,0,0,0,0,0,0
11,0,0,0,0.125,0,0.178,0,0,0,0
12,0,0,0,0.112,0.008,0.147,0,0,0,0.292
13,0,0,0,0.018,0.008,0,0.005,0.017,0,0.23
14,0,0,0.05,0.012,0.175,0,0,0,0,0.17
15,0.087,0.154,0.162,0.131,0.111,0.109,0.07,0.155,0.161,0.165
16,5.728,4.263,2.69,1.978,1.391,0.814,0.678,0.296,0.169,0.241
17,5.919,5.586,3.979,3.17,2.381,1.507,0.638,0.488,0.208,0.736
18,6.073,4.778,4.658,3.396,3.167,2.193,0.914,0.777,0.512,0.964
19,6.767,4.86,4.148,3.822,3.168,2.516,1.531,1.052,0.61,0.54
20,5.735,5.06,3.096,3.562,3.612,2.305,1.521,1.127,0.567,1.268
21,5.026,4.581,3.212,3.552,3.282,2.367,1.612,1.833,0.83,1.691
22,5.143,4.203,3.501,3.809,2.827,2.529,1.98,1.839,1.1,1.696
23,5.624,4.061,3.712,3.811,2.47,2.671,2.173,2.013,1.146,1.852
24,6.135,4.124,3.997,3.533,2.376,2.549,1.322,1.89,1.151,1.492
25,5.726,4.487,3.981,3.126,2.528,2.319,1.483,1.607,0.887,2.077
26,4.84,4.436,3.491,3.215,2.299,2.024,1.418,1.668,0.843,2.182
27,5.181,4.272,3.373,2.916,2.281,1.686,1.473,1.373,0.994,1.979
28,6.401,4.995,3.994,3.272,2.482,1.74,1.199,1.123,1.067,2.296
29,6.126,5.788,4.004,3.338,2.203,2.39,0.927,0.966,0.994,2.684
30,5.722,5.527,4.249,3.63,2.155,2.323,1.039,1.092,0.941,2.565
31,6.563,5.436,4.468,4.103,2.449,2.327,1.303,1.003,0.764,2.535
32,6.2,6.151,4.732,4.387,2.702,2.57,1.326,0.848,0.586,3.123
33,6.312,5.938,4.828,4.896,3.067,2.618,1.421,0.73,0.981,3.069
34,7.111,5.171,5.46,4.569,3.054,2.526,1.554,0.606,0.915,3.231
35,6.263,5.529,5.541,4.581,3.489,2.12,1.377,0.874,0.906,3.586
36,6.596,6.026,5.241,4.391,3.183,2.103,1.482,0.875,0.882,4.021
