0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0.06363961,0,0,0.212132034
7,0,0,0,0,0,0.120750206,0,0.119185159,0,0.183847763
8,0,0,0,0,0,0.212132034,0,0,0,0
9,0,0,0.070710678,0,0,0.490247751,0,0.777817459,0,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0.650538239,0,0,0,0,0,1.301076477,0
12,0.40499937,0,0.169705627,0,0.070710678,0,0.007071068,0.183847763,0,0
13,0.135586406,0,0,0.007071068,0.164506063,0.975349754,0.155563492,0,0.558514794,0
14,0.242848739,0,0,0,0.367695526,0.196211568,1.244383709,0,0.629325035,0.06363961
15,0.493968726,0.44634685,0.762742768,0.593223639,0.649600348,0.265545261,0.488433565,0.535000477,0.336307986,0.511601128
16,2.508556785,2.498899554,2.427840436,1.789937862,1.444629746,1.249958775,0.870941902,1.222535422,0.72579021,0.82057782
17,2.416377158,3.285292054,2.956707352,2.172834132,2.504662795,1.56351775,1.32539405,1.220481671,0.739370941,0.506610384
18,3.597742489,3.292964207,3.430600739,2.427501655,2.429020127,2.180708788,1.615815015,2.223803508,1.344748288,0.771667291
19,3.513176945,3.144665227,2.841694665,2.693489695,2.296045625,2.705203037,1.777193672,1.991578187,1.730335876,0.959823538
20,3.05333959,3.247008042,3.122564357,2.794473409,2.152986535,2.380943905,2.134465712,1.960052321,1.642831056,1.1648005
21,3.131418959,3.155959054,3.489985673,3.02611086,2.381420644,2.308015315,2.014386016,1.942945376,2.420500033,1.895254277
22,3.28485408,3.420607417,3.665015104,3.464669493,2.424723843,2.361468758,2.810047752,1.700367607,2.013025188,2.567384916
23,3.220058309,3.235703406,2.758220552,3.224042968,2.359155202,1.506946162,1.634709298,1.962286255,1.91450665,2.313561615
24,3.027801283,3.435485439,3.068480479,2.914272584,2.382038443,1.475356754,1.640556153,1.786285623,1.759760246,1.771228099
25,3.22302447,3.569600818,3.174327022,3.076060295,2.088633964,1.945618836,1.829388489,2.233259949,1.826198516,1.47713215
26,3.070114171,3.70498616,3.143133105,2.987783972,2.543114754,2.301335903,2.605395501,2.208034725,2.182635787,1.60807941
27,2.915161108,3.712510015,2.955554439,2.873680886,2.362877008,2.225501549,2.51408461,2.002203123,1.804424551,1.657418696
28,2.318740202,3.179434072,2.877281881,2.870833094,2.158713005,2.141915031,2.661862168,1.932988592,1.252540683,1.424289655
