0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0.004,0.006,0.008,0.008,0,0,0.032,0
8,0.001,0,0,0,0,0,0,0,0.024,0
9,0,0,0,0.003,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0.003,0,0,0,0
12,0.068,0.05,0.004,0.056,0,0,0.031,0.012,0,0.006
13,0,0,0.013,0,0,0.063,0.01,0,0,0.008
14,0.08,0.023,0.041,0,0.029,0.082,0.13,0.244,0.008,0
15,0.428,0.1,0.151,0.175,0.296,0.099,0.202,0.213,0.171,0.204
16,4.545,3.062,1.629,1.171,0.293,0.235,0.217,0.318,0.415,0.444
17,5.126,4.118,3.069,2.232,0.92,0.883,0.301,0.229,0.433,0.446
18,4.688,2.921,2.63,2.792,1.244,1.142,0.728,0.584,0.208,0.444
19,4.123,2.733,2.487,2.155,1.629,1.114,1.116,0.79,0.422,0.291
20,3.433,3,2.327,2.096,1.578,1.232,1.285,0.629,0.753,0.876
21,3.406,3.107,1.186,2.209,1.734,1.432,1.128,1.178,0.854,0.93
22,3.387,1.99,1.413,1.908,1.763,1.307,1.583,1.284,1.204,0.833
23,3.697,2.422,2.115,1.407,1.692,1.378,1.638,1.172,1.122,0.953
24,3.676,2.612,2.254,1.901,1.6,1.312,1.426,0.649,0.83,0.973
25,4.032,2.53,2.607,1.782,1.749,1.338,1.311,0.639,0.801,0.768
26,4.531,2.433,2.495,2.008,1.807,1.337,1.055,1.145,1.057,0.552
27,4.841,2.71,2.264,2.391,1.716,1.434,0.921,1.37,0.991,0.846
28,5.75,3.213,3.115,2.678,1.497,1.875,0.94,1.108,1.038,0.704
29,6.24,3.842,3.178,3.319,1.629,1.92,1.095,0.942,1.044,0.596
30,6.225,4.328,3.268,3.519,2.006,2.255,1.641,0.939,1.13,0.631
31,6.563,3.928,3.645,3.867,2.382,2.283,1.821,1.168,0.854,0.609
32,6.278,4.602,4.163,4.007,2.728,2.408,1.684,1.713,1.323,0.736
33,6.412,5.122,4.684,4.316,3.75,2.881,1.95,1.343,0.989,0.837
34,7.055,5.702,5.139,4.417,3.821,3.048,2.541,1.425,1.53,0.843
35,7.323,6.023,5.606,5.144,3.849,3.46,2.585,1.964,1.919,0.782
36,6.991,6.178,5.806,4.691,4.451,3.187,2.71,2.415,1.837,0.65
