0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0.014,0,0,0,0,0
7,0,0,0.035,0.012,0.005,0.018,0,0,0,0
8,0,0.005,0.019,0.011,0,0.011,0,0,0,0.01
9,0.041,0,0,0,0,0.059,0,0.007,0,0.026
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0.023,0,0,0,0,0,0,0
12,0,0.081,0.01,0.045,0.098,0.042,0.043,0.109,0,0.01
13,0.166,0.021,0.003,0.009,0.028,0.091,0.067,0.01,0.005,0
14,0,0.053,0.148,0.041,0.114,0.119,0.026,0.023,0.131,0.013
15,0.337,0.376,0.114,0.335,0.081,0.124,0.251,0.236,0.306,0.205
16,3.276,1.661,0.531,0.588,0.28,0.282,0.576,0.281,0.333,0.202
17,1.748,0.88,1.063,0.455,0.761,0.324,0.466,0.242,0.438,0.212
18,2.787,1.396,0.91,0.78,0.368,0.618,0.379,0.379,0.672,0.532
19,3.848,1.783,0.803,1.165,0.801,0.78,0.815,0.669,0.683,0.579
20,2.706,1.617,1.203,1.157,0.956,0.659,0.749,0.56,0.963,0.71
21,2.518,1.851,1.232,1.296,0.767,0.829,0.388,0.783,0.619,0.923
22,2.189,1.101,1.326,1.547,0.98,0.446,0.439,0.682,0.75,1.034
23,1.927,1.659,1.435,0.903,1.351,0.86,0.093,0.563,0.877,1.24
24,1.695,1.54,1.857,0.301,1.072,0.792,0.214,0.855,0.707,0.869
25,1.903,1.469,1.361,0.563,0.853,0.684,0.549,0.89,0.95,0.841
26,1.516,0.695,1.127,1.229,0.64,0.757,0.711,0.966,0.837,0.623
27,2.436,0.925,1.335,1.463,0.688,0.925,1.034,0.86,0.941,0.579
28,2.457,1.188,1.118,1.112,0.577,0.95,0.954,0.894,1.026,0.473
29,2.617,1.126,0.849,0.862,0.783,1.071,0.87,0.777,0.725,0.918
30,3.285,1.177,1.3,0.626,0.828,1.34,0.763,0.597,0.758,0.827
31,3.412,1.395,0.75,0.996,0.844,1.159,0.826,0.915,0.771,0.56
32,3.174,1.61,0.685,0.664,0.731,0.84,1.073,0.874,0.665,0.239
33,3.45,2.002,0.494,0.694,0.988,0.924,0.783,0.64,0.717,0.881
34,3.991,1.829,0.692,0.655,0.916,1.368,0.648,0.448,0.56,1.106
35,4.2,2.061,1.077,0.961,0.825,0.953,0.519,0.464,1.006,0.789
